video,distortion,trend,severity,error,error_pct,tp,fp,fn,ssim,psnr
0002,vertical_shift,rises,3.0,0.45503718728870857,45.50371872887086,1612,292,1054,0.8385450271493181,27.30272125927784
0002,vertical_shift,rises,4.0,0.7793715846994536,77.93715846994536,646,262,2020,0.8212895601529551,26.285846851657766
0002,vertical_shift,rises,5.0,0.9480789200415368,94.80789200415369,150,223,2516,0.8099139587656825,25.577501664841243
0002,vertical_shift,rises,6.0,0.9603369603369604,96.03369603369603,113,183,2553,0.8018589223854793,25.037206665694477
0002,vertical_shift,rises,8.0,0.957811941365749,95.7811941365749,118,131,2548,0.7912185546151858,24.18909702172469
0003,brightness_gamma,flat,1.0,0.04382957884427032,4.382957884427032,3905,84,95,0.9989989075216974,56.55843767390037
0003,brightness_gamma,flat,1.1,0.049500121921482565,4.9500121921482565,3898,101,102,0.9894976881317624,29.96212504057896
0003,brightness_gamma,flat,1.25,0.07568088696071343,7.568088696071343,3835,149,165,0.9442722000279178,22.94257243218744
0003,brightness_gamma,flat,1.4,0.09827833572453372,9.827833572453372,3771,182,229,0.8734894935982579,19.616848402235988
0003,brightness_gamma,flat,1.6,0.12855787476280836,12.855787476280836,3674,216,326,0.76089207128256,17.01135810287881
0003,brightness_gamma,flat,1.8,0.14238253440911247,14.238253440911247,3614,214,386,0.6482270487140859,15.349242434977945
0003,brightness_gamma,flat,2.0,0.17300874497754667,17.300874497754666,3499,231,501,0.5487493649083988,14.193976193833201
0003,brightness_gamma,flat,2.25,0.22256241168158267,22.256241168158265,3301,246,699,0.44286844583674123,13.139090357411995
0003,brightness_gamma,flat,2.5,0.27197737449917514,27.197737449917515,3089,243,911,0.36209511286040563,12.381945581133792
0003,brightness_gamma,flat,3.0,0.3627775153519131,36.277751535191314,2698,234,1302,0.2522592814532493,11.351346503104587
0003,contrast_fade,rises,1.0,0.0,0.0,4000,0,0,1.0,inf
0003,contrast_fade,rises,0.9,0.0517578125,5.17578125,3884,96,116,0.9944077533976845,33.76226668716567
0003,contrast_fade,rises,0.8,0.08955223880597014,8.955223880597014,3782,154,218,0.9818186048530172,27.78242419962512
0003,contrast_fade,rises,0.7,0.1205453240851471,12.05453240851471,3677,181,323,0.9618275098924738,24.266718758645663
0003,contrast_fade,rises,0.6,0.15525439847836425,15.525439847836425,3553,206,447,0.9346487107235268,21.77179808435159
0003,contrast_fade,rises,0.5,0.20108567382582015,20.108567382582017,3385,237,615,0.9000265231689066,19.834821548896343
0003,contrast_fade,rises,0.4,0.25634995296331137,25.634995296331137,3162,252,838,0.8574966984800912,18.251710037723125
0003,contrast_fade,rises,0.3,0.3449812382739212,34.49812382739212,2793,264,1207,0.8080699422247208,16.91217928182475
0003,contrast_fade,rises,0.2,0.44465513154776015,44.46551315477601,2343,219,1657,0.7523036712335527,15.75316101509128
0003,contrast_fade,rises,0.1,0.6942209217264081,69.42209217264082,1254,101,2746,0.6911785955718649,14.730170471399973
0003,disparity_scale,flat,1.0,0.0,0.0,4000,0,0,1.0,inf
0003,disparity_scale,flat,1.01,0.15176278309596078,15.176278309596078,3633,283,367,0.8763202171338241,29.45021863446041
0003,disparity_scale,flat,1.02,0.16135782376191585,16.135782376191585,3607,301,393,0.7965946523123442,26.138591594394846
0003,disparity_scale,flat,1.03,0.16982013548236394,16.982013548236395,3554,281,446,0.7568807653626141,24.567365965312423
0003,disparity_scale,flat,1.05,0.19552029864675688,19.55202986467569,3448,286,552,0.7059651459895175,22.717237814180315
0003,disparity_scale,flat,1.08,0.21872816212438853,21.872816212438853,3354,293,646,0.6630858965235058,20.896294752349945
0003,disparity_scale,flat,1.1,0.22733644859813085,22.733644859813083,3307,280,693,0.6461431508040989,20.019956310659644
0003,disparity_scale,flat,1.15,0.2696969696969697,26.969696969696972,3133,290,867,0.6211851969723887,18.61604024975054
0003,disparity_scale,flat,1.2,0.29855612482533767,29.855612482533765,3012,294,988,0.6057588286157397,17.783036687397146
0003,disparity_scale,flat,1.3,0.3483568075117371,34.83568075117371,2776,260,1224,0.588186593159813,16.768142825938973
0003,downscale_upscale,rises,1.0,0.0,0.0,4000,0,0,1.0,inf
0003,downscale_upscale,rises,0.9,0.23329452852153668,23.32945285215367,3293,295,707,0.9626755403269027,38.11099768442819
0003,downscale_upscale,rises,0.8,0.25412694722157636,25.412694722157635,3208,301,792,0.9536327469358101,37.19816037456765
0003,downscale_upscale,rises,0.7,0.2875,28.749999999999996,3078,320,922,0.9419137837682126,36.11401091496369
0003,downscale_upscale,rises,0.6,0.31931608133086875,31.931608133086876,2946,328,1054,0.9274419286867435,35.00770634846197
0003,downscale_upscale,rises,0.5,0.36633663366336633,36.633663366336634,2752,343,1248,0.9125377849912787,34.031502973964336
0003,downscale_upscale,rises,0.4,0.42807505211952745,42.807505211952744,2469,317,1531,0.8835459151546123,32.55756952560688
0003,downscale_upscale,rises,0.3,0.5382090951711205,53.82090951711205,1970,266,2030,0.8466236353114953,30.99028785854658
0003,downscale_upscale,rises,0.25,0.6110583768391077,61.10583768391077,1639,214,2361,0.8260268981591534,30.189746283587002
0003,downscale_upscale,rises,0.2,0.687992360945333,68.7992360945333,1307,189,2693,0.7998141748626408,29.2681860779206
0003,downscale_upscale,rises,0.15,0.8018982720856657,80.18982720856657,814,109,3186,0.7696214179476241,28.056832769180133
0003,downscale_upscale,rises,0.1,0.90935960591133,90.935960591133,368,60,3632,0.7429365509635295,26.72530963786297
0003,elastic_warp,rises,0.0,0.0,0.0,4000,0,0,1.0,inf
0003,elastic_warp,rises,0.5,0.202718267680258,20.2718267680258,3461,341,539,0.9383926143156529,34.13109858940706
0003,elastic_warp,rises,1.0,0.23124569855471439,23.12456985547144,3351,359,649,0.8628920957539719,29.78558606080476
0003,elastic_warp,rises,2.0,0.36622654621264766,36.622654621264765,2736,317,1264,0.7706610294315768,26.47921605846321
0003,elastic_warp,rises,3.0,0.4813942534149788,48.13942534149788,2202,246,1798,0.7192975656256522,24.925610912517847
0003,elastic_warp,rises,4.0,0.5704091341579448,57.04091341579448,1806,204,2194,0.6892071298447318,23.91259786406015
0003,elastic_warp,rises,6.0,0.6989169675090253,69.89169675090253,1251,155,2749,0.6563162338638363,22.556308842532147
0003,elastic_warp,rises,8.0,0.7733463035019456,77.33463035019456,932,112,3068,0.6378401386800052,21.59284461501115
0003,elastic_warp,rises,10.0,0.8142822325127955,81.42822325127955,762,103,3238,0.6249219438801679,20.85083354968329
0003,elastic_warp,rises,12.0,0.8447387785136129,84.4738778513613,633,77,3367,0.6152444464359252,20.247718366494006
0003,elastic_warp,rises,16.0,0.8955039525691699,89.550395256917,423,48,3577,0.6009475182270725,19.32241415247381
0003,gaussian_blur,rises,0.0,0.0,0.0,4000,0,0,1.0,inf
0003,gaussian_blur,rises,0.25,0.0,0.0,4000,0,0,1.0,inf
0003,gaussian_blur,rises,0.5,0.12928571428571428,12.928571428571429,3657,200,343,0.9899019666706264,43.550433737268285
0003,gaussian_blur,rises,0.75,0.2824622531939605,28.24622531939605,3089,305,911,0.9516653391235764,36.89947159878065
0003,gaussian_blur,rises,1.0,0.3576235785565096,35.76235785565096,2768,309,1232,0.92109908992149,34.53823368223299
0003,gaussian_blur,rises,1.5,0.5003520300398967,50.03520300398967,2129,261,1871,0.8737070414881117,32.06263493366854
0003,gaussian_blur,rises,2.0,0.6104637336504162,61.04637336504162,1638,205,2362,0.8388726006806548,30.634433447842902
0003,gaussian_blur,rises,3.0,0.7630366238176085,76.30366238176084,977,123,3023,0.7920456220521355,28.877065796375202
0003,gaussian_blur,rises,4.0,0.8687315634218289,86.8731563421829,534,68,3466,0.7675809502988934,27.81956973721809
0003,gaussian_blur,rises,6.0,0.966940094456873,96.6940094456873,133,23,3867,0.7420274336489737,26.38367956177641
0003,gaussian_blur,rises,8.0,0.9885286783042394,98.85286783042395,46,10,3954,0.7293888083190359,25.39230561778069
0003,gaussian_blur,rises,12.0,0.9980004998750313,99.80004998750313,8,1,3992,0.7175664889799642,24.044719658885903
0003,gaussian_blur,rises,16.0,0.9982513115163627,99.82513115163627,7,3,3993,0.7114495662109972,23.129820604190385
0003,gaussian_noise,rises,0.0,0.0,0.0,4000,0,0,1.0,inf
0003,gaussian_noise,rises,2.0,0.134624468587624,13.4624468587624,3664,234,336,0.9801152569054679,41.76845514955938
0003,gaussian_noise,rises,5.0,0.2501155802126676,25.01155802126676,3244,326,756,0.8982247495395353,34.104723357150824
0003,gaussian_noise,rises,8.0,0.3201471941122355,32.01471941122355,2956,348,1044,0.7844264869997759,30.063578281462096
0003,gaussian_noise,rises,12.0,0.4103336422613531,41.03336422613531,2545,316,1455,0.6345962189118456,26.567557919171765
0003,gaussian_noise,rises,16.0,0.4807781380268643,48.07781380268643,2242,318,1758,0.5119301738167992,24.10243245641827
0003,gaussian_noise,rises,24.0,0.5616565844578874,56.165658445788736,1884,298,2116,0.34756679590865597,20.692003106938134
0003,gaussian_noise,rises,32.0,0.6299507850949144,62.99507850949144,1579,267,2421,0.2520703128747121,18.35608557741686
0003,gaussian_noise,rises,48.0,0.7281831187410587,72.81831187410587,1140,194,2860,0.15357943670751145,15.241391039145782
0003,gaussian_noise,rises,64.0,0.8020255606462503,80.20255606462503,821,147,3179,0.10559828241166502,13.18255898389296
0003,gaussian_noise,rises,80.0,0.9114545008584743,91.14545008584743,361,77,3639,0.07828483227102101,11.702060948375376
0003,horizontal_shift,flat,0.0,0.0,0.0,4000,0,0,1.0,inf
0003,horizontal_shift,flat,1.0,0.08405172413793104,8.405172413793103,3825,176,175,0.9014660729257293,30.99537688732139
0003,horizontal_shift,flat,2.0,0.07435033686236767,7.435033686236767,3847,156,153,0.7898939343169781,27.053927256815122
0003,horizontal_shift,flat,4.0,0.07383357383357383,7.383357383357383,3851,158,149,0.6875455709549296,24.318783894937766
0003,horizontal_shift,flat,6.0,0.0896700143472023,8.96700143472023,3807,182,193,0.6412839773370365,22.92510979636326
0003,horizontal_shift,flat,8.0,0.06920835356969403,6.920835356969403,3833,118,167,0.6207145558040243,22.017984553480822
0003,horizontal_shift,flat,12.0,0.0796031938059521,7.96031938059521,3804,133,196,0.6018508224858979,20.60030459910977
0003,horizontal_shift,flat,16.0,0.08075893943079543,8.075893943079542,3779,111,221,0.5842705709057797,19.579348054197066
0003,horizontal_shift,flat,24.0,0.10602759622367465,10.602759622367465,3693,131,307,0.5787250779821991,18.370361349454868
0003,horizontal_shift,flat,32.0,0.1291958464139097,12.91958464139097,3606,141,394,0.5705740908021595,17.575418008470066
0003,horizontal_shift,flat,48.0,0.17439346625030028,17.439346625030026,3437,163,563,0.5555807541080243,16.49659899320703
0003,horizontal_shift,flat,64.0,0.20727620871230254,20.727620871230254,3312,178,688,0.5522197697586864,16.021868110897785
0003,identity,anchor_low,0.0,0.0,0.0,4000,0,0,1.0,inf
0003,jpeg,rises,95.0,0.1474794841735053,14.747948417350528,3636,265,364,0.9904786630722633,43.92055929826379
0003,jpeg,rises,90.0,0.18145726296123307,18.145726296123307,3505,282,495,0.9822841766446413,41.63762802530215
0003,jpeg,rises,80.0,0.2314986123959297,23.14986123959297,3323,324,677,0.96799769935039,39.14824443925281
0003,jpeg,rises,70.0,0.2806414662084765,28.06414662084765,3140,365,860,0.9555271047839112,37.65674552048824
0003,jpeg,rises,60.0,0.29995427526291724,29.995427526291724,3062,374,938,0.9429295972043508,36.610155109656844
0003,jpeg,rises,50.0,0.32265446224256294,32.265446224256294,2960,370,1040,0.9324005431965724,35.84210088641404
0003,jpeg,rises,40.0,0.3330277332110933,33.30277332110933,2910,363,1090,0.9199490405385291,35.04477935733128
0003,jpeg,rises,30.0,0.3589802480477722,35.898024804777215,2791,354,1209,0.9039861931753796,34.12204132002367
0003,jpeg,rises,20.0,0.4092575618698442,40.925756186984415,2578,364,1422,0.8789695323851459,32.643631660049834
0003,jpeg,rises,15.0,0.45234248788368336,45.23424878836833,2373,333,1627,0.8572646947856539,31.32653234695575
0003,jpeg,rises,10.0,0.5186480186480187,51.86480186480187,2065,290,1935,0.8226247428133722,29.523170986497334
0003,jpeg,rises,5.0,0.6847904191616766,68.47904191616766,1316,175,2684,0.7534561445991992,26.565603348866944
0003,occlusion_patch,rises,0.0,0.008719481813652218,0.8719481813652218,3979,14,21,0.9999476016050795,69.0542101396048
0003,occlusion_patch,rises,0.02,0.0597599804065638,5.97599804065638,3839,83,161,0.9852432563001468,30.324478457732077
0003,occlusion_patch,rises,0.05,0.09172969016833374,9.172969016833374,3723,99,277,0.9664649371055686,26.208026171952135
0003,occlusion_patch,rises,0.1,0.1503267973856209,15.032679738562091,3510,131,490,0.9357617355469017,22.5296534564897
0003,occlusion_patch,rises,0.15,0.21346430282702444,21.346430282702443,3283,174,717,0.9057216717978976,20.72880247356558
0003,occlusion_patch,rises,0.2,0.2760516252390057,27.605162523900574,3029,184,971,0.8769172337365642,19.395665423210207
0003,occlusion_patch,rises,0.3,0.42527109853842526,42.527109853842525,2438,242,1562,0.8259640702001682,17.716790323296777
0003,occlusion_patch,rises,0.4,0.5491861288039632,54.918612880396324,1911,239,2089,0.7754759796965301,16.424330439519014
0003,occlusion_patch,rises,0.5,0.6590909090909091,65.9090909090909,1440,224,2560,0.7328155234233735,15.276321071572568
0003,occlusion_patch,rises,0.6,0.7499402913780749,74.99402913780749,1047,187,2953,0.6938737269176122,14.379735060023144
0003,scramble,anchor_high,1.0,0.9480487198608004,94.80487198608004,209,23,3791,0.4071133374704762,11.241843246420572
0003,vertical_shift,rises,0.0,0.0,0.0,4000,0,0,1.0,inf
0003,vertical_shift,rises,0.5,0.20940854076273122,20.940854076273123,3462,379,538,0.9443473398014139,35.59979197830555
0003,vertical_shift,rises,1.0,0.11246128186800096,11.246128186800096,3725,197,275,0.812752442561753,29.618469100597647
0003,vertical_shift,rises,1.5,0.2581310123683005,25.81310123683005,3239,366,761,0.8050182847502576,28.6544132752904
0003,vertical_shift,rises,2.0,0.22246272246272247,22.246272246272248,3233,158,767,0.7478552339325304,26.632792781994794
0003,vertical_shift,rises,2.5,0.5343206393982134,53.43206393982134,1981,254,2019,0.7292841392177483,26.189892045780567
0003,vertical_shift,rises,3.0,0.744784085395439,74.4784085395439,1052,122,2948,0.6687468694860075,24.988598892989458
0003,vertical_shift,rises,4.0,0.9361233480176211,93.6123348017621,261,86,3739,0.6760436250764531,24.08123756960399
0003,vertical_shift,rises,5.0,0.9923814204964365,99.23814204964366,31,69,3969,0.6480082897819883,23.266842083610666
0003,vertical_shift,rises,6.0,0.9938332511100147,99.38332511100147,25,54,3975,0.6425843167888071,22.636383896373832
0003,vertical_shift,rises,8.0,0.9952795031055901,99.527950310559,19,25,3981,0.6235596171599687,21.61003754903354
0004,brightness_gamma,flat,1.0,0.07629674306393244,7.629674306393245,3063,148,105,0.9989018241421741,57.68259917095207
0004,brightness_gamma,flat,1.1,0.07351154313487242,7.351154313487242,3050,124,118,0.9938674248127504,29.52532251529468
0004,brightness_gamma,flat,1.25,0.12533492110747246,12.533492110747247,2938,191,230,0.9673921789447502,22.313099686997532
0004,brightness_gamma,flat,1.4,0.16882369859073915,16.882369859073915,2890,309,278,0.924852600788802,18.800100186052187
0004,brightness_gamma,flat,1.6,0.19555811941159504,19.555811941159504,2789,299,379,0.8526960575516356,16.02018190521708
0004,brightness_gamma,flat,1.8,0.2367066895368782,23.67066895368782,2670,330,498,0.7711976723465159,14.187578587657356
0004,brightness_gamma,flat,2.0,0.26380193511667616,26.380193511667617,2587,346,581,0.6904849018717798,12.894433991618556
0004,brightness_gamma,flat,2.25,0.2918321043675553,29.18321043675553,2497,358,671,0.5929763289746723,11.693127291663416
0004,brightness_gamma,flat,2.5,0.3124287343215507,31.242873432155072,2412,340,756,0.5048045474506416,10.80943270968659
0004,brightness_gamma,flat,3.0,0.3843283582089552,38.43283582089552,2145,316,1023,0.3612580386989903,9.593194416486533
0004,contrast_fade,rises,1.0,0.0,0.0,3168,0,0,1.0,inf
0004,contrast_fade,rises,0.9,0.1236865806064245,12.36865806064245,2919,163,249,0.9968771202218971,37.28929024604372
0004,contrast_fade,rises,0.8,0.1778573560131304,17.78573560131304,2755,183,413,0.991444034328999,31.35972180759093
0004,contrast_fade,rises,0.7,0.23418095801301006,23.418095801301007,2590,214,578,0.9836447735009122,27.861242359705464
0004,contrast_fade,rises,0.6,0.314879906268307,31.487990626830697,2339,246,829,0.9736454687227757,25.36724963889468
0004,contrast_fade,rises,0.5,0.37400764481034987,37.40076448103499,2129,233,1039,0.9615637838953438,23.429690725103512
0004,contrast_fade,rises,0.4,0.5169267000294377,51.69267000294377,1641,229,1527,0.9468207227258517,21.8508232847417
0004,contrast_fade,rises,0.3,0.6334530221424297,63.34530221424297,1225,174,1943,0.9302362159515557,20.51197022557422
0004,contrast_fade,rises,0.2,0.8116702686014202,81.16702686014202,610,71,2558,0.91191297479341,19.35266991411235
0004,contrast_fade,rises,0.1,0.9609817495280051,96.0981749528005,124,10,3044,0.8920423823972945,18.33116168438907
0004,disparity_scale,flat,1.0,0.0,0.0,3168,0,0,1.0,inf
0004,disparity_scale,flat,1.01,0.30195970190449906,30.195970190449906,2529,455,639,0.9250617422112843,29.682792402107815
0004,disparity_scale,flat,1.02,0.3280481137233461,32.804811372334605,2458,490,710,0.8981310609066799,26.47263910061354
0004,disparity_scale,flat,1.03,0.3233465234595817,32.33465234595817,2394,370,774,0.8889289794734958,24.94019640083964
0004,disparity_scale,flat,1.05,0.3768361581920904,37.68361581920904,2206,372,962,0.8835335924121088,23.450228922297242
0004,disparity_scale,flat,1.08,0.43823445113212955,43.823445113212955,1960,321,1208,0.8793266179137558,22.690985761438323
0004,disparity_scale,flat,1.1,0.46800573888091823,46.800573888091826,1854,317,1314,0.8769258578629363,22.25922848507808
0004,disparity_scale,flat,1.15,0.6056379821958457,60.56379821958458,1329,202,1839,0.8722964281039296,21.186110773866837
0004,disparity_scale,flat,1.2,0.6957434052757794,69.57434052757793,1015,168,2153,0.8723962971968103,20.4887685431248
0004,disparity_scale,flat,1.3,0.8147246729540615,81.47246729540615,609,119,2559,0.8745961238403658,19.730231171278707
0004,downscale_upscale,rises,1.0,0.0,0.0,3168,0,0,1.0,inf
0004,downscale_upscale,rises,0.9,0.3392134181607866,33.92134181607866,2285,290,883,0.9915607654802675,43.992188925956434
0004,downscale_upscale,rises,0.8,0.383347788378144,38.3347788378144,2133,291,1035,0.9897226265628198,42.98847113767286
0004,downscale_upscale,rises,0.7,0.40996830884471336,40.996830884471336,2048,303,1120,0.9867643579147637,41.72126413137012
0004,downscale_upscale,rises,0.6,0.4642233856893543,46.42233856893543,1842,270,1326,0.9835857775247616,40.63720242195574
0004,downscale_upscale,rises,0.5,0.5302986372861699,53.02986372861699,1620,281,1548,0.9794542481622812,39.46288505455321
0004,downscale_upscale,rises,0.4,0.639690568283249,63.9690568283249,1211,193,1957,0.9714618690719563,37.76784667540532
0004,downscale_upscale,rises,0.3,0.7832422586520947,78.32422586520947,714,126,2454,0.9620130220029925,36.22088941573675
0004,downscale_upscale,rises,0.25,0.8174286590978828,81.74286590978828,595,91,2573,0.9544698817144908,34.9905627004222
0004,downscale_upscale,rises,0.2,0.9062111801242236,90.62111801242236,302,52,2866,0.9466795369982783,34.02310547863251
0004,downscale_upscale,rises,0.15,0.959375,95.9375,130,32,3038,0.9351291662208963,32.29234234250854
0004,downscale_upscale,rises,0.1,0.9914880201765448,99.14880201765448,27,4,3141,0.9250318048912786,31.025736311667416
0004,elastic_warp,rises,0.0,0.0,0.0,3168,0,0,1.0,inf
0004,elastic_warp,rises,0.5,0.3036935704514364,30.36935704514364,2545,487,623,0.9833005468077584,38.49953039194312
0004,elastic_warp,rises,1.0,0.3497671870720351,34.97671870720351,2374,483,794,0.9623749557013557,33.918890232038414
0004,elastic_warp,rises,2.0,0.5374015748031497,53.74015748031496,1645,388,1523,0.9330445689124347,29.952499528118064
0004,elastic_warp,rises,3.0,0.6565393518518519,65.65393518518519,1187,288,1981,0.9159462155016009,27.98198306352984
0004,elastic_warp,rises,4.0,0.7274584184417858,72.74584184417859,934,259,2234,0.9052139442391945,26.761095667632027
0004,elastic_warp,rises,6.0,0.8204895738893926,82.04895738893926,594,141,2574,0.8907960023452637,25.170526429269323
0004,elastic_warp,rises,8.0,0.8704490291262136,87.04490291262135,427,128,2741,0.8828797525824434,24.230008734584985
0004,elastic_warp,rises,10.0,0.9077774362127267,90.77774362127266,300,85,2868,0.8760858604502063,23.525875479401826
0004,elastic_warp,rises,12.0,0.9315789473684211,93.15789473684211,221,62,2947,0.8714990922123287,23.041098182418363
0004,elastic_warp,rises,16.0,0.9675507020280811,96.75507020280811,104,37,3064,0.8607721667529646,22.16094051823222
0004,gaussian_blur,rises,0.0,0.0,0.0,3168,0,0,1.0,inf
0004,gaussian_blur,rises,0.25,0.0,0.0,3168,0,0,1.0,inf
0004,gaussian_blur,rises,0.5,0.2119068670792809,21.190686707928087,2674,225,494,0.9980039942643741,49.384382612122884
0004,gaussian_blur,rises,0.75,0.40389648153533003,40.389648153533,2050,271,1118,0.988995975222895,42.54299157807303
0004,gaussian_blur,rises,1.0,0.5365925058548009,53.65925058548009,1583,248,1585,0.9814754789481226,39.98772264154986
0004,gaussian_blur,rises,1.5,0.7232304900181489,72.3230490018149,915,138,2253,0.9687962733799669,37.241457325808604
0004,gaussian_blur,rises,2.0,0.8537488429497069,85.37488429497068,474,73,2694,0.9587211415828772,35.582952609069906
0004,gaussian_blur,rises,3.0,0.9508145363408521,95.08145363408521,157,24,3011,0.9435607633611413,33.4483941051223
0004,gaussian_blur,rises,4.0,0.9738911607423718,97.38911607423718,83,11,3085,0.9341268005265106,32.1071314620991
0004,gaussian_blur,rises,6.0,0.9921185372005045,99.21185372005044,25,4,3143,0.9236437685215002,30.315238268367075
0004,gaussian_blur,rises,8.0,0.9933795712484237,99.33795712484238,21,4,3147,0.9185476799130902,29.07335412494508
0004,gaussian_blur,rises,12.0,0.9949574535140245,99.49574535140245,16,5,3152,0.913566125628237,27.443583466856325
0004,gaussian_blur,rises,16.0,0.9955877718247715,99.55877718247716,14,5,3154,0.9108907122440197,26.453956716870756
0004,gaussian_noise,rises,0.0,0.0,0.0,3168,0,0,1.0,inf
0004,gaussian_noise,rises,2.0,0.23022398639070032,23.022398639070033,2715,359,453,0.9722468477004627,41.76140398558765
0004,gaussian_noise,rises,5.0,0.3910566790088294,39.10566790088294,2138,343,1030,0.8605826545171767,34.09022874071255
0004,gaussian_noise,rises,8.0,0.5769566482397439,57.69566482397439,1454,269,1714,0.71424167185715,30.04338353706809
0004,gaussian_noise,rises,12.0,0.784135634271874,78.4135634271874,713,135,2455,0.5373833152780616,26.5372377434549
0004,gaussian_noise,rises,16.0,0.8436641221374046,84.36641221374046,512,107,2656,0.4057203686091165,24.051515441567506
0004,gaussian_noise,rises,24.0,0.9004315659679408,90.04315659679408,323,76,2845,0.24784160211041478,20.5626186125021
0004,gaussian_noise,rises,32.0,0.9327548806941431,93.27548806941431,217,59,2951,0.16659884273230233,18.120615056357224
0004,gaussian_noise,rises,48.0,0.9498754669987547,94.98754669987547,161,44,3007,0.09264869731628113,14.830436834001226
0004,gaussian_noise,rises,64.0,0.9621993127147767,96.21993127147766,121,33,3047,0.06155144143137634,12.723237061185841
0004,gaussian_noise,rises,80.0,0.9774294670846395,97.74294670846395,72,22,3096,0.04555612024862453,11.294670272852017
0004,horizontal_shift,flat,0.0,0.0,0.0,3168,0,0,1.0,inf
0004,horizontal_shift,flat,1.0,0.1977005047672462,19.77005047672462,2861,398,307,0.9571787245885277,33.819614690131054
0004,horizontal_shift,flat,2.0,0.2061883899233297,20.618838992332968,2899,484,269,0.917664943847438,29.721621282300582
0004,horizontal_shift,flat,4.0,0.2278688524590164,22.78688524590164,2826,492,342,0.8889722916801942,26.59752308722061
0004,horizontal_shift,flat,6.0,0.25588479645527556,25.588479645527556,2687,443,481,0.8792955481213769,25.005189932468625
0004,horizontal_shift,flat,8.0,0.22133712660028448,22.133712660028447,2737,347,431,0.8722810725256083,23.937913112212545
0004,horizontal_shift,flat,12.0,0.2593544701513853,25.93544701513853,2593,333,575,0.8693381127362545,22.54798489280075
0004,horizontal_shift,flat,16.0,0.21356711698764014,21.356711698764013,2736,311,432,0.8633677767930885,21.572268772000946
0004,horizontal_shift,flat,24.0,0.2828282828282828,28.28282828282828,2485,297,683,0.8517228662807962,20.31047964481786
0004,horizontal_shift,flat,32.0,0.26626882637112814,26.626882637112814,2582,351,586,0.8409021419544791,19.402071673751717
0004,horizontal_shift,flat,48.0,0.30339032164589974,30.339032164589973,2404,283,764,0.8279638209498552,18.19707680613081
0004,horizontal_shift,flat,64.0,0.4386223138062997,43.862231380629964,1907,229,1261,0.8183223278746765,17.37218817560446
0004,identity,anchor_low,0.0,0.0,0.0,3168,0,0,1.0,inf
0004,jpeg,rises,95.0,0.20063145809414465,20.063145809414465,2785,316,383,0.9935918325463028,46.45890411747162
0004,jpeg,rises,90.0,0.24649699742636547,24.649699742636546,2635,329,533,0.9912875147606512,44.97813880815259
0004,jpeg,rises,80.0,0.333427045262862,33.3427045262862,2371,389,797,0.9879855254708023,43.11252038970849
0004,jpeg,rises,70.0,0.4014245014245014,40.142450142450144,2101,342,1067,0.9851489801016953,41.80136536107341
0004,jpeg,rises,60.0,0.45580991017096495,45.580991017096494,1878,283,1290,0.9821456291597739,40.868380580258126
0004,jpeg,rises,50.0,0.45519001701644923,45.519001701644925,1921,358,1247,0.979761130579957,40.05741707555772
0004,jpeg,rises,40.0,0.4945464982778416,49.45464982778416,1761,316,1407,0.9762078361982485,39.0903805580198
0004,jpeg,rises,30.0,0.5686900958466453,56.86900958466453,1485,275,1683,0.9712497077914604,37.94769514252647
0004,jpeg,rises,20.0,0.6267294671769208,62.67294671769208,1268,229,1900,0.9620880839718513,35.59772046529708
0004,jpeg,rises,15.0,0.7188527039139528,71.88527039139528,941,179,2227,0.9533189400635919,34.5478996746995
0004,jpeg,rises,10.0,0.7947783849423193,79.47783849423193,676,126,2492,0.9389628042571475,32.301668755545045
0004,jpeg,rises,5.0,0.9246511627906977,92.46511627906978,243,57,2925,0.912311044371908,27.94811352186808
0004,occlusion_patch,rises,0.0,0.0345252774352651,3.45252774352651,3132,76,36,0.9999527624655694,71.1225440380269
0004,occlusion_patch,rises,0.02,0.11539602491842184,11.539602491842183,2982,203,186,0.9942664161956971,33.91652197109422
0004,occlusion_patch,rises,0.05,0.17916666666666667,17.916666666666668,2758,192,410,0.9902682788853105,29.991824005013346
0004,occlusion_patch,rises,0.1,0.2131979695431472,21.31979695431472,2635,181,533,0.9854722409962446,27.047130974062117
0004,occlusion_patch,rises,0.15,0.23611940298507464,23.611940298507463,2559,182,609,0.9818069323341666,25.38363898596897
0004,occlusion_patch,rises,0.2,0.29578727218404544,29.578727218404545,2357,179,811,0.9785974045120733,24.163729807541696
0004,occlusion_patch,rises,0.3,0.41038727108976286,41.03872710897629,1964,163,1204,0.9709804055697208,22.411523963154124
0004,occlusion_patch,rises,0.4,0.5625568009694032,56.25568009694032,1444,133,1724,0.9614536473622728,21.02945643252992
0004,occlusion_patch,rises,0.5,0.6585883065737655,65.85883065737656,1127,133,2041,0.9521297735739527,20.01444099694011
0004,occlusion_patch,rises,0.6,0.7916666666666666,79.16666666666666,680,96,2488,0.9401452108316981,19.120898804320714
0004,scramble,anchor_high,1.0,0.9290846610434239,92.9084661043424,227,33,2941,0.7023159007117434,14.760924125997583
0004,vertical_shift,rises,0.0,0.0,0.0,3168,0,0,1.0,inf
0004,vertical_shift,rises,0.5,0.3248355263157895,32.48355263157895,2463,480,705,0.991800937086472,43.48964091440047
0004,vertical_shift,rises,1.0,0.2744765138653084,27.44765138653084,2564,366,604,0.9723081139437137,37.60934659219004
